orgid,organization,lat,long,accuracy,address_type,formatted_address,AB_nonprofit_flag,Calgary_Foundation_flag,CRA_donee_flag,Google_Place_flag,Postal Code,street,quadrant,calgary_ward_2017_label,ahs_local_code,AHS_Local_Name,CFSAUID,FSA_id,CFSAUID_EDIT_add_lowercase,comm_code,community_name,CTUID
271,HIV COMMUNITY LINK,51.0439876,-114.0971614,establishment,"establishment,point_of_interest","1603 10 Ave SW, Calgary, AB T3C 0J7, Canada",N,Y,Y,Y,T3C0J7,1603 10 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T3C,7,T3C,SNA,SUNALTA,8250046.02
272,HOME CARE ASSISTANCE CALGARY,50.962963,-114.0732673,establishment,"establishment,health,point_of_interest","10333 Southport Rd SW Unit 107, Calgary, AB T2W 3X6, Canada",N,N,N,Y,T2W3X6,10333 Southport Rd SW Unit 107,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2J,37,T2J,SOW,SOUTHWOOD,8250005.00
273,HOME INSTEAD SENIOR CARE,50.9424531,-114.047124,establishment,"establishment,health,point_of_interest","755 Lake Bonavista Dr SE #200, Calgary, AB T2J 0N3, Canada",N,N,N,Y,T2J0N3,755 Lake Bonavista Dr SE #200,SE,WARD 14,Z2.4.E.05,CALGARY - FISH CREEK,T2J,37,T2J,LKB,LAKE BONAVISTA,8250001.02
274,HOMEFRONT SOCIETY FOR THE PREVENTION OF DOMESTIC VIOLENCE,51.047077,-114.075065,establishment,"establishment,point_of_interest","620 7 Ave SW #501, Calgary, AB T2P 0Y8, Canada",Y,Y,Y,Y,T2P0Y8,620 7 Ave SW #501,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
275,HOMES FOR HEROES FOUNDATION,51.0309193,-114.0710241,establishment,"establishment,point_of_interest","2424 4 St SW #900, Calgary, AB T2S 2T4, Canada",Y,Y,N,Y,T2S2T4,2424 4 St SW #900,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2S,110,T2S,MIS,MISSION,8250031.00
276,HOMESPACE SOCIETY,51.0489885,-114.0732838,establishment,"establishment,point_of_interest,real_estate_agency","540 5 Ave SW #1000, Calgary, AB T2P 0M2, Canada",Y,Y,N,Y,T2P0M2,540 5 Ave SW #1000,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
278,HONG KONG CHINESE IMMIGRANT,51.0511288,-114.0624738,establishment,"establishment,food,point_of_interest,restaurant","202 Centre St S, Calgary, AB T2G 2B6, Canada",N,N,N,Y,T2G2B6,202 Centre St S,SE,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,CHN,CHINATOWN,8250042.00
280,HORIZON HOUSING SOCIETY,51.041264,-114.063005,establishment,"establishment,point_of_interest","105 12 Ave SE #885, Calgary, AB T2G 1A1, Canada",Y,Y,Y,Y,T2G1A1,105 12 Ave SE #885,SE,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,BLN,BELTLINE,8250031.00
282,HOSPICE CALGARY SOCIETY,51.0602781,-114.0794779,establishment,"establishment,health,point_of_interest","920 7a St NW, Calgary, AB T2M 3J4, Canada",N,Y,Y,N,T2M3J4,920 7a St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,RDL,ROSEDALE,8250058.00
283,HULL SERVICES,50.9471248,-114.1137185,establishment,"establishment,point_of_interest","2266 Woodpark Ave SW, Calgary, AB T2W 2Z8, Canada",N,Y,Y,N,T2W2Z8,2266 Woodpark Ave SW,SW,WARD 13,Z2.4.E.05,CALGARY - FISH CREEK,T2W,150,T2W,WOO,WOODLANDS,8250001.09
284,HUMANITY AGAINST LOCAL TERRORISM - HALT,51.1249032,-114.2484819,establishment,"establishment,point_of_interest","11300 Tuscany Blvd NW, Calgary, AB T3L 2V0, Canada",N,N,N,Y,T3L2V0,11300 Tuscany Blvd NW,NW,WARD 1,Z2.1.D.04,CALGARY - LOWER NW,T3L,159,T3L,TUS,TUSCANY,8250052.09
285,I CAN FOR KIDS FOUNDATION,51.0807002,-114.0063337,establishment,"establishment,point_of_interest","2323 32 Ave NE, Calgary, AB T2E 6Z3, Canada",N,Y,N,N,T2E6Z3,2323 32 Ave NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SAW,SOUTH AIRWAYS,8250061.00
286,ICNA CALGARY,51.1006789,-113.9674526,establishment,"establishment,food,point_of_interest","4656 Westwinds Dr NE Suite# 705, Calgary, AB T3J 3Z5, Canada",N,N,N,Y,T3J3Z5,4656 Westwinds Dr NE Suite# 705,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,WES,WESTWINDS,8250038.31
287,IMMIGRANT SECTOR COUNCIL OF CALGARY (ISCC),51.060388,-113.9870598,establishment,"establishment,point_of_interest","915 33 St NE, Calgary, AB T2A 6T2, Canada",N,N,N,Y,T2A6T2,915 33 St NE,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,FRA,FRANKLIN,8250039.00
288,IMMIGRANT SERVICES CALGARY,51.04733,-114.0820479,establishment,"establishment,point_of_interest","910 7 Ave SW #1200, Calgary, AB T2P 3N8, Canada",N,Y,Y,Y,T2P3N8,910 7 Ave SW #1200,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250046.01
289,IMMIGRATION HELP DESK,51.04733,-114.0820479,establishment,"establishment,point_of_interest","910 7 Ave SW #1200, Calgary, AB T2P 3N8, Canada",N,N,N,Y,T2P3N8,910 7 Ave SW #1200,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250046.01
290,IMPACT SOCIETY,51.0411562,-114.0629964,establishment,"establishment,point_of_interest","105 12 Ave SE #830, Calgary, AB T2G 1A1, Canada",N,N,Y,Y,T2G1A1,105 12 Ave SE #830,SE,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,BLN,BELTLINE,8250031.00
291,IMPACT SOCIETY FOR CHILDREN AND FAMILIES IN TURMOIL,51.0411562,-114.0629964,establishment,"establishment,point_of_interest","105 12 Ave SE #830, Calgary, AB T2G 1A1, Canada",N,Y,Y,N,T2G1A1,105 12 Ave SE #830,SE,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,BLN,BELTLINE,8250031.00
292,INDEFINITE ARTS CENTRE,50.982786,-114.059712,establishment,"establishment,point_of_interest","8038 Fairmount Dr SE, Calgary, AB T2H 0Y1, Canada",N,Y,N,N,T2H0Y1,8038 Fairmount Dr SE,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2H,35,T2H,FAI,FAIRVIEW,8250012.00
293,INDEPENDENT LIVING RESOURCE CENTRE OF CALGARY (ILRCC),51.0829076,-113.9956902,establishment,"establishment,point_of_interest","3359 27 St NE, Calgary, AB T1Y 5E4, Canada",N,Y,Y,N,T1Y5E4,3359 27 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,HOR,HORIZON,8250038.31
295,INFANTCARE ALBERTA INC.,51.086178,-114.009016,establishment,"establishment,point_of_interest","3751 21 St NE, Calgary, AB T2E 6T5, Canada",N,Y,N,N,T2E6T5,3751 21 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,NAW,NORTH AIRWAYS,8250061.00
296,INFO IMMIGRATION CENTRE FOR APPLICATIONS INC,51.0463532,-114.0712701,establishment,"establishment,point_of_interest","421 7 Ave SW Suite# 3000, Calgary, AB T2P 4K9, Canada",N,N,N,Y,T2P4K9,421 7 Ave SW Suite# 3000,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
297,INN FROM THE COLD,51.0424974,-114.0627586,establishment,"establishment,point_of_interest","110 11 Ave SE, Calgary, AB T2G 0X5, Canada",N,Y,Y,Y,T2G0X5,110 11 Ave SE,SE,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
298,INSTALOANS,51.0123084,-114.0666255,establishment,"establishment,finance,point_of_interest","4625 Macleod Trail SW, Calgary, AB T2G 0A6, Canada",N,N,N,Y,T2G0A6,4625 Macleod Trail SW,SW,WARD 11,Z2.4.D.04,CALGARY - ELBOW,T2G,34,T2G,EYA,ELBOYA,8250030.00
299,ISAM,51.1228866,-114.2562608,establishment,"establishment,health,point_of_interest","47 Tuscany Ridge Terrace NW, Calgary, AB T3L 3A5, Canada",N,N,N,Y,T3L3A5,47 Tuscany Ridge Terrace NW,NW,WARD 1,Z2.1.D.04,CALGARY - LOWER NW,T3L,159,T3L,TUS,TUSCANY,8250052.09
304,JEWISH FAMILY SERVICE,51.0002943,-114.0667638,establishment,"establishment,health,point_of_interest","5920 1a St SW, Calgary, AB T2H 0G3, Canada",N,N,Y,Y,T2H0G3,5920 1a St SW,SW,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2H,35,T2H,MNI,MANCHESTER INDUSTRIAL,8250030.00
305,JFSC (JEWISH FAMILY SERVICE CALGARY),51.0002943,-114.0667638,establishment,"establishment,health,point_of_interest","5920 1a St SW, Calgary, AB T2H 0G3, Canada",N,Y,Y,N,T2H0G3,5920 1a St SW,SW,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2H,35,T2H,MNI,MANCHESTER INDUSTRIAL,8250030.00
306,JOCELYN MONSMA COUNSELLING & CONSULTING,51.0392616,-114.068645,establishment,"establishment,health,point_of_interest","1333 8 St SW, Calgary, AB T2R 1M6, Canada",N,N,N,Y,T2R1M6,1333 8 St SW,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250031.00
308,JUDI BARON,50.9664553,-114.1380588,establishment,"establishment,point_of_interest","3240 Oakwood Dr SW, Calgary, AB T2V 0J9, Canada",N,N,N,Y,T2V0J9,3240 Oakwood Dr SW,SW,WARD 11,Z2.4.D.04,CALGARY - ELBOW,T2V,149,T2V,OAK,OAKRIDGE,8250007.03
309,KAHANE LAW OFFICE,50.9876164,-114.0658384,establishment,"establishment,finance,lawyer,point_of_interest","7309 Flint Rd SE, Calgary, AB T2H 1G3, Canada",N,N,N,Y,T2H1G3,7309 Flint Rd SE,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2H,35,T2H,FVI,FAIRVIEW INDUSTRIAL,8250012.00
311,KERBY ASSEMBLY,51.046903,-114.0880178,establishment,"establishment,point_of_interest","1133 7 Ave SW, Calgary, AB T2P 1B2, Canada",Y,N,Y,N,T2P1B2,1133 7 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNW,DOWNTOWN WEST END,8250046.01
313,KIDSPORT CALGARY & AREA,51.0223689,-113.9593421,establishment,"establishment,point_of_interest","3555 52 St SE, Calgary, AB T2B 3R3, Canada",N,Y,Y,N,T2B3R3,3555 52 St SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2B,2,T2B,ERI,ERIN WOODS,8250002.02
1014,KILLARNEY GLENGARRY COMMUNITY ASSOCIATION,51.0287132,-114.1276885,establishment,"establishment,point_of_interest","2828 28 St SW, Calgary, AB T3E 2J3, Canada",N,N,N,Y,T3E2J3,2828 28 St SW,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,KIL,KILLARNEY/GLENGARRY,8250021.00
314,KIWANIS SENIOR CITIZENS APTS,51.0542632,-114.1157457,establishment,"establishment,health,point_of_interest","2403 2 Ave NW, Calgary, AB T2N 0H5, Canada",N,N,N,Y,T2N0H5,2403 2 Ave NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,WHL,WEST HILLHURST,8250056.00
1022,KNOX UNITED CHURCH,51.0437225,-114.0792722,church,United Church of Canada,"506 4 St SW, Calgary, AB T2P 1S7","","","","",T2P1S7,506 4 St SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
315,KÕNA WÃPOSAK ABORIGINAL AND NATIVE ART,51.0650762,-114.0221838,art_gallery,"art_gallery,establishment,point_of_interest","1447 16 St NE, Calgary, AB T2E 4S7, Canada",N,N,N,Y,T2E4S7,1447 16 St NE,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2E,4,T2E,MAL,MAYLAND HEIGHTS,8250040.00
316,KRISTI HYSON MORTGAGE BROKER,51.05433,-114.095014,establishment,"establishment,finance,point_of_interest","223 14 St NW, Calgary, AB T2N 1Z6, Canada",N,N,N,Y,T2N1Z6,223 14 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HIL,HILLHURST,8250057.00
317,L’ARCHE ASSOCIATION OF CALGARY,51.0024923,-114.0700093,establishment,"establishment,point_of_interest","307 57 Ave SW, Calgary, AB T2H 2T6, Canada",N,Y,Y,N,T2H2T6,307 57 Ave SW,SW,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2H,35,T2H,MAN,MANCHESTER,8250030.00
318,LANGUAGE TRAINERS CANADA,50.9906981,-114.0721656,establishment,"establishment,point_of_interest,school,secondary_school","7015 Macleod Trail SW, Calgary, AB T2H 2K6, Canada",N,N,N,Y,T2H2K6,7015 Macleod Trail SW,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,KIN,KINGSLAND,8250013.00
319,LEAD FOUNDATION,51.0527861,-113.9563809,establishment,"establishment,point_of_interest","5271 Memorial Dr E, Calgary, AB T2A 4V1, Canada",Y,N,Y,Y,T2A4V1,5271 Memorial Dr E,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2A,174,T2A,FHT,FOREST HEIGHTS,8250038.04
321,LEARN ARABIC CANADA,51.0379455,-114.0954756,establishment,"establishment,point_of_interest","1440 17 Ave SW, Calgary, AB T2T 0C8, Canada",N,N,N,Y,T2T0C8,1440 17 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T3C,7,T3C,SNA,SUNALTA,8250046.02
322,LEFTOVERS FOUNDATION,51.0449475,-114.0658197,establishment,"establishment,point_of_interest","815 1 St SW, Calgary, AB T2P 1N3, Canada",Y,Y,N,N,T2P1N3,815 1 St SW,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
323,LEGACY PLACE SOCIETY (DIAKONOS PEACE OFFICER RETREAT),50.8610005,-114.0226408,establishment,"establishment,point_of_interest","150 Legacy Main St SE, Calgary, AB T2X 2C2, Canada",N,Y,Y,N,T2X2C2,150 Legacy Main St SE,SE,WARD 14,Z2.4.F.06,CALGARY - SW,T2X,151,T2X,LEG,LEGACY,8250001.34
324,"LESS STRESS FOR BODY, MIND & SOUL INC.",51.1511073,-114.2048197,establishment,"establishment,health,point_of_interest,school","19 Royal Vista Link NW #220, Calgary, AB T3R 0K4, Canada",N,N,N,Y,T3R0K4,19 Royal Vista Link NW #220,NW,WARD 1,Z2.1.A.01,CALGARY - UPPER NW,T3R,194,T3R,RYV,ROYAL VISTA,8250077.29
325,LIGHT UP THE WORLD,51.0400301,-114.0877909,establishment,"establishment,point_of_interest","1121 14 Ave SW, Calgary, AB T2R 0P3, Canada",Y,Y,Y,N,T2R0P3,1121 14 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250045.00
326,LKN,51.116569,-113.9333682,establishment,"establishment,point_of_interest","333 Taravista St NE, Calgary, AB T3J 4S3, Canada",N,N,N,Y,T3J4S3,333 Taravista St NE,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,TAR,TARADALE,8250038.34
327,LOUISE DEAN SCHOOL-CATHOLIC FAMILY SERVICE,51.0525511,-114.1154281,establishment,"establishment,point_of_interest,school","120 23 St NW, Calgary, AB T2N 2P1, Canada",N,N,N,Y,T2N2P1,120 23 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,WHL,WEST HILLHURST,8250056.00
328,MACKENZIE VALLEY ABORIGINAL PIPELINE LP,51.048925,-114.0648066,establishment,"establishment,point_of_interest","450 1 St SW, Calgary, AB T2P 5H1, Canada",N,N,N,Y,T2P5H1,450 1 St SW,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
329,MAHMAWI-ATOSKIWIN,51.0810834,-114.0069486,establishment,"establishment,health,point_of_interest","2323 32 Ave NE #100, Calgary, AB T2E 6Z3, Canada",N,N,N,Y,T2E6Z3,2323 32 Ave NE #100,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SAW,SOUTH AIRWAYS,8250061.00
330,MAKING CHANGES EMPLOYMENT ASSOCIATION OF ALBERTA,50.9947734,-114.0671903,establishment,"establishment,point_of_interest","6516 1a St SW, Calgary, AB T2H 0G6, Canada",Y,Y,Y,N,T2H0G6,6516 1a St SW,SW,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2H,35,T2H,MNI,MANCHESTER INDUSTRIAL,8250030.00
331,MANNING CENTRE,51.0428122,-114.0724507,establishment,"establishment,point_of_interest","514 11 Ave SW, Calgary, AB T2R 0C8, Canada",N,N,N,Y,T2R0C8,514 11 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
332,MANPOWER,51.0470125,-114.0780282,establishment,"establishment,local_government_office,point_of_interest","240-734 7 Ave SW, Calgary, AB T2P 3P8, Canada",N,N,N,Y,T2P3P8,240-734 7 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
333,MARCH OF DIMES CANADA,51.0854255,-113.9982296,establishment,"establishment,point_of_interest","3639 26 St NE, Calgary, AB T1Y 5E1, Canada",N,Y,Y,N,T1Y5E1,3639 26 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,HOR,HORIZON,8250038.31
334,MAXIMUM HEALTH WELLNESS CENTRE,51.053983,-114.1057599,establishment,"establishment,health,point_of_interest","213 19 St NW #4, Calgary, AB T2N 2H9, Canada",N,N,N,Y,T2N2H9,213 19 St NW #4,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,WHL,WEST HILLHURST,8250056.00
336,MAYFAIR CARE CENTRE,50.9800267,-114.0931794,establishment,"establishment,health,point_of_interest","8240 Collicutt St SW, Calgary, AB T2V 2X1, Canada",N,N,N,Y,T2V2X1,8240 Collicutt St SW,SW,WARD 11,Z2.4.D.04,CALGARY - ELBOW,T2V,149,T2V,CHK,CHINOOK PARK,8250014.00
337,MCDOUGALL STONEY MISSION SOCIETY,51.0716136,-114.0876652,establishment,"establishment,point_of_interest","1204 21 Ave NW, Calgary, AB T2M 1L2, Canada",Y,Y,N,N,T2M1L2,1204 21 Ave NW,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,CAP,CAPITOL HILL,8250064.00
340,MEDISYS PREVENTIVE HEALTH CLINIC,51.047491,-114.068289,doctor,"doctor,establishment,health,hospital,point_of_interest","321 6 Ave SW #960, Calgary, AB T2P 3H3, Canada",N,N,N,Y,T2P3H3,321 6 Ave SW #960,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
341,METIS CALGARY FAMILY SERVICES SOCIETY,50.899919,-114.048001,establishment,"establishment,point_of_interest","352 Sunvale Dr SE, Calgary, AB T2X 2P1, Canada",Y,N,Y,N,T2X2P1,352 Sunvale Dr SE,SE,WARD 14,Z2.4.F.06,CALGARY - SW,T2X,151,T2X,SDC,SUNDANCE,8250001.11
342,MÉTIS CAPITAL HOUSING CORPORATION,51.0807655,-114.0090397,establishment,"establishment,local_government_office,point_of_interest","2135 32 Ave NE #6, Calgary, AB T2E 6Z3, Canada",N,N,N,Y,T2E6Z3,2135 32 Ave NE #6,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SAW,SOUTH AIRWAYS,8250061.00
343,METIS CENTRE ABORIGINAL USE,51.039571,-113.971751,establishment,"establishment,point_of_interest","1539 43 St SE, Calgary, AB T2A 1M3, Canada",N,N,N,Y,T2A1M3,1539 43 St SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2A,174,T2A,FLN,FOREST LAWN,8250037.00
344,MÉTIS TRAINING TO EMPLOYMENT SERVICES,51.0473769,-114.0846201,establishment,"establishment,point_of_interest","1000 7 Ave SW #540, Calgary, AB T2P 5L5, Canada",N,N,N,Y,T2P5L5,1000 7 Ave SW #540,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNW,DOWNTOWN WEST END,8250046.01
345,MICRO ASSISTANCE INC,51.0541478,-114.1027352,establishment,"establishment,point_of_interest","219 18 St NW, Calgary, AB T2N 2G4, Canada",N,N,N,Y,T2N2G4,219 18 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,WHL,WEST HILLHURST,8250057.00
1013,MID-SUN COMMUNITY CENTRE,50.9153595,-114.0565338,establishment,"establishment,point_of_interest","50 Midpark Rise SE, Calgary, AB T2X 1L7, Canada",N,N,N,Y,T2X1L7,50 Midpark Rise SE,SE,WARD 14,Z2.4.F.06,CALGARY - SW,T2X,151,T2X,MID,MIDNAPORE,8250001.11
347,MINDFUEL (SCIENCE ALBERTA FOUNDATION),51.0839157,-114.1336747,establishment,"establishment,point_of_interest","3512 33 St NW Suite 260, Calgary, AB T2L 2A6, Canada",N,Y,Y,N,T2L2A6,3512 33 St NW Suite 260,NW,WARD 1,Z2.1.D.04,CALGARY - LOWER NW,T2L,39,T2L,VAR,VARSITY,8250066.02
348,MISSING CHILDREN SOCIETY OF CANADA,50.9884279,-114.0373012,establishment,"establishment,point_of_interest","1270 73 Ave SE, Calgary, AB T2H 2V5, Canada",Y,Y,Y,N,T2H2V5,1270 73 Ave SE,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2J,37,T2J,EFV,EAST FAIRVIEW INDUSTRIAL,8250003.00
351,MOMENTUM COMMUNITY ECONOMIC DEVELOPMENT SOCIETY,51.047174,-113.9896424,establishment,"establishment,point_of_interest,university","2936 Radcliffe Dr SE #16, Calgary, AB T2A 6M8, Canada",Y,Y,Y,N,T2A6M8,2936 Radcliffe Dr SE #16,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2A,174,T2A,ALB,ALBERT PARK/RADISSON HEIGHTS,8250039.00
353,MONTEREY SENIORS VILLAGE,51.0914661,-113.9343748,establishment,"establishment,health,point_of_interest","4288 Catalina Blvd NE, Calgary, AB T1Y 7J5, Canada",N,N,N,Y,T1Y7J5,4288 Catalina Blvd NE,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T1Y,172,T1Y,MOR,MONTEREY PARK,8250038.24
354,MOUNT ROYAL COMMUNITY ASSOCIATION,51.0317269,-114.0860271,establishment,"establishment,point_of_interest","2317 10 St SW, Calgary, AB T2T 3G7, Canada",N,N,Y,Y,T2T3G7,2317 10 St SW,SW,WARD 8,Z2.4.D.04,CALGARY - ELBOW,T2T,111,T2T,UMR,UPPER MOUNT ROYAL,8250027.00
355,MOUNT ROYAL UNIVERSITY,51.01101,-114.129778,establishment,"establishment,point_of_interest,university","30 Mt Royal Cir SW, Calgary, AB T3E 7C9, Canada",N,N,Y,Y,T3E7C9,30 Mt Royal Cir SW,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,LPK,LINCOLN PARK,8250022.00
356,MOUNT ROYAL UNIVERSITY FOUNDATION,51.0115107,-114.1313004,establishment,"establishment,point_of_interest,university","4825 Mt Royal Gate SW, Calgary, AB T3E 6K6, Canada",N,Y,Y,N,T3E6K6,4825 Mt Royal Gate SW,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,LPK,LINCOLN PARK,8250022.00
357,"MURRAY AND COMPANY LAW OFFICE, BARRISTERS AND SOLICITORS",51.0699143,-114.0951061,establishment,"establishment,lawyer,point_of_interest","2003 14 St NW #104, Calgary, AB T2M 3N4, Canada",N,N,N,Y,T2M3N4,2003 14 St NW #104,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,CAP,CAPITOL HILL,8250064.00
358,MUSLIM ASSOCIATION OF CALGARY (WECARE CANADA),51.0508789,-113.9944759,establishment,"establishment,mosque,place_of_worship,point_of_interest","225 28 St SE, Calgary, AB T2A 5K4, Canada",N,Y,N,N,T2A5K4,225 28 St SE,SE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,MER,MERIDIAN,8250039.00
359,MUSLIM ASSOCIATION OF CANADA,51.1146657,-114.1799428,establishment,"establishment,point_of_interest","6415 Ranchview Dr NW, Calgary, AB T3G 1B5, Canada",N,N,Y,Y,T3G1B5,6415 Ranchview Dr NW,NW,WARD 2,Z2.1.A.01,CALGARY - UPPER NW,T3G,9,T3G,RAN,RANCHLANDS,8250077.04
360,NATIONAL ABORIGINAL BUSINESS,51.0381084,-114.0736677,establishment,"establishment,point_of_interest","534 17 Ave SW, Calgary, AB T2S 0B1, Canada",N,N,N,Y,T2S0B1,534 17 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
361,NATIVE ADDICTIONS SERVICES SOCIETY,51.083284,-114.0315076,establishment,"establishment,point_of_interest","1231 34 Ave NE, Calgary, AB T2E 6N4, Canada",N,Y,Y,N,T2E6N4,1231 34 Ave NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,MCI,MCCALL,8250061.00
362,NATIVE COUNSELLING SERVICES OF ALBERTA,51.0473267,-114.0820955,establishment,"establishment,point_of_interest","910 7 Ave SW #1010, Calgary, AB T2P 3N8, Canada",N,N,N,Y,T2P3N8,910 7 Ave SW #1010,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250046.01
365,NEURVANA HEALTH,51.088788,-114.133333,establishment,"establishment,health,point_of_interest","4039 Brentwood Rd NW, Calgary, AB T2L 1L1, Canada",N,N,N,Y,T2L1L1,4039 Brentwood Rd NW,NW,WARD 4,Z2.1.C.03,CALGARY - NOSEHILL,T2L,39,T2L,BRE,BRENTWOOD,8250067.00
367,NEXT STEP MINISTRIES SOCIETY,51.0856144,-114.0559709,establishment,"establishment,point_of_interest","317 37 Ave NE #200, Calgary, AB T2E 6P6, Canada",Y,Y,Y,N,T2E6P6,317 37 Ave NE #200,NE,WARD 4,Z2.1.C.03,CALGARY - NOSEHILL,T2E,4,T2E,GRI,GREENVIEW INDUSTRIAL PARK,8250072.00
368,NORLIEN FOUNDATION,51.045795,-114.06339,establishment,"establishment,point_of_interest","102 8 Ave SW, Calgary, AB T2P 1B3, Canada",N,N,N,Y,T2P1B3,102 8 Ave SW,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
